time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,G_PinkieRingAb,G_ThumbIJ,G_ThumbMPJ,G_IndexPIJ,G_IndexMPJ,G_MiddlePIJ,G_MiddleMPJ,G_RingPIJ,G_RingMPJ,G_PinkieMPJ,G_PinkiePIJ,G_PalmArch,G_ThumbRotate,G_ThumbAb,G_MiddleIndexAb,G_RingMiddleAb,tactile1,tactile2,tactile3,tactile4,tactile5,tactile6,tactile7,tactile8,tactile9,tactile10,tactile11,tactile12,tactile13,tactile14,tactile15,tactile16,tactile17,tactile18,tactile19,tactile20,tactile21,tactile22,tactile23,tactile24,tactile25,tactile26,tactile27,tactile28,tactile29,tactile30,tactile31,tactile32,tactile33,tactile34,tactile35,tactile36,tactile37,tactile38,tactile39,tactile40,tactile41,tactile42,tactile43,tactile44,tactile45,tactile46,tactile47,tactile48,tactile49,tactile50,tactile51,tactile52,tactile53,tactile54,tactile55,tactile56,tactile57,tactile58,tactile59,tactile60,tactile61,tactile62,tactile63,tactile64
2023/02/15/00:36:06.596853,3244288,1676381766,588710817,,428.0,2007.0,343.0,656.0,1485.0,1077.0,2359.0,509.0,1884.0,935.0,1633.0,2802.0,1846.0,3035.0,786.0,367.0,10.0,38.0,25.0,5.0,6.0,4.0,10.0,30.0,109.0,47.0,14.0,5.0,2.0,126.0,8.0,20.0,14.0,9.0,16.0,15.0,2.0,13.0,4.0,12.0,2.0,8.0,12.0,3.0,2.0,66.0,56.0,277.0,2.0,10.0,1.0,3.0,7.0,4078.0,74.0,80.0,661.0,9.0,133.0,20.0,7.0,157.0,42.0,76.0,125.0,4.0,16.0,54.0,62.0,31.0,43.0,3.0,0.0,10.0,105.0,40.0,11.0,23.0,9.0,6.0
2023/02/15/00:36:06.596858,3244289,1676381766,589718578,,427.0,2008.0,344.0,656.0,1485.0,1077.0,2359.0,509.0,1885.0,935.0,1632.0,2802.0,1846.0,3035.0,786.0,367.0,10.0,37.0,25.0,6.0,5.0,5.0,11.0,29.0,109.0,45.0,14.0,5.0,1.0,126.0,8.0,19.0,14.0,9.0,16.0,16.0,2.0,14.0,4.0,12.0,2.0,2.0,12.0,3.0,2.0,66.0,56.0,277.0,2.0,10.0,1.0,3.0,6.0,4078.0,73.0,80.0,661.0,9.0,132.0,21.0,7.0,158.0,41.0,76.0,125.0,4.0,16.0,54.0,61.0,31.0,42.0,3.0,0.0,10.0,107.0,39.0,13.0,24.0,10.0,6.0
2023/02/15/00:36:06.596861,3244290,1676381766,590713875,,427.0,2007.0,346.0,656.0,1485.0,1077.0,2357.0,510.0,1884.0,935.0,1631.0,2801.0,1847.0,3035.0,786.0,367.0,10.0,37.0,26.0,6.0,5.0,4.0,10.0,29.0,109.0,46.0,16.0,5.0,1.0,127.0,8.0,20.0,14.0,9.0,16.0,15.0,2.0,14.0,4.0,11.0,2.0,2.0,12.0,3.0,2.0,68.0,53.0,278.0,2.0,9.0,1.0,3.0,7.0,4079.0,74.0,80.0,658.0,9.0,133.0,21.0,6.0,158.0,41.0,76.0,125.0,2.0,16.0,54.0,61.0,31.0,42.0,3.0,0.0,11.0,107.0,40.0,13.0,23.0,10.0,6.0
2023/02/15/00:36:06.596867,3244291,1676381766,591697303,,428.0,2007.0,348.0,657.0,1485.0,1077.0,2359.0,508.0,1884.0,935.0,1631.0,2801.0,1847.0,3035.0,786.0,367.0,10.0,37.0,25.0,5.0,5.0,5.0,10.0,30.0,109.0,45.0,14.0,4.0,1.0,126.0,8.0,19.0,13.0,9.0,16.0,16.0,2.0,14.0,4.0,10.0,2.0,2.0,15.0,3.0,2.0,68.0,48.0,278.0,2.0,9.0,0.0,3.0,6.0,4078.0,74.0,78.0,658.0,10.0,134.0,21.0,7.0,158.0,42.0,77.0,124.0,2.0,16.0,55.0,62.0,30.0,42.0,3.0,0.0,10.0,108.0,39.0,13.0,23.0,8.0,6.0
2023/02/15/00:36:06.596875,3244292,1676381766,592731398,,427.0,2007.0,349.0,657.0,1485.0,1078.0,2359.0,507.0,1884.0,934.0,1630.0,2801.0,1847.0,3035.0,786.0,367.0,10.0,38.0,25.0,3.0,5.0,5.0,10.0,30.0,107.0,42.0,14.0,5.0,2.0,127.0,8.0,19.0,16.0,8.0,16.0,14.0,2.0,12.0,4.0,12.0,2.0,2.0,12.0,3.0,2.0,68.0,47.0,278.0,2.0,8.0,1.0,3.0,7.0,4078.0,74.0,80.0,658.0,10.0,135.0,22.0,6.0,160.0,42.0,76.0,124.0,2.0,16.0,55.0,63.0,30.0,42.0,3.0,0.0,10.0,106.0,40.0,13.0,23.0,10.0,6.0
2023/02/15/00:36:06.596882,3244293,1676381766,593776533,,428.0,2008.0,350.0,657.0,1485.0,1078.0,2358.0,508.0,1884.0,935.0,1629.0,2800.0,1848.0,3036.0,786.0,367.0,10.0,38.0,25.0,4.0,6.0,5.0,10.0,29.0,109.0,42.0,14.0,6.0,2.0,126.0,8.0,21.0,13.0,8.0,17.0,15.0,2.0,13.0,4.0,10.0,2.0,2.0,12.0,3.0,2.0,68.0,45.0,278.0,2.0,8.0,1.0,3.0,6.0,4078.0,73.0,80.0,655.0,10.0,136.0,19.0,7.0,159.0,41.0,76.0,124.0,2.0,16.0,55.0,62.0,31.0,42.0,3.0,0.0,10.0,106.0,39.0,14.0,23.0,10.0,6.0
2023/02/15/00:36:06.596890,3244294,1676381766,594711100,,427.0,2007.0,352.0,657.0,1485.0,1077.0,2359.0,507.0,1884.0,935.0,1629.0,2799.0,1847.0,3036.0,786.0,367.0,9.0,37.0,25.0,6.0,6.0,5.0,10.0,30.0,109.0,41.0,14.0,6.0,1.0,125.0,8.0,20.0,13.0,9.0,16.0,15.0,2.0,11.0,6.0,11.0,2.0,2.0,12.0,3.0,2.0,65.0,45.0,278.0,2.0,8.0,1.0,3.0,7.0,4078.0,74.0,80.0,656.0,9.0,135.0,21.0,7.0,158.0,42.0,76.0,124.0,2.0,16.0,55.0,63.0,30.0,42.0,3.0,0.0,10.0,106.0,40.0,14.0,23.0,10.0,6.0
2023/02/15/00:36:06.596894,3244295,1676381766,595726774,,427.0,2007.0,354.0,658.0,1485.0,1078.0,2359.0,507.0,1884.0,935.0,1628.0,2799.0,1847.0,3037.0,786.0,367.0,10.0,38.0,24.0,6.0,6.0,8.0,10.0,30.0,109.0,40.0,14.0,6.0,1.0,125.0,8.0,20.0,14.0,8.0,16.0,15.0,3.0,11.0,4.0,11.0,2.0,2.0,12.0,3.0,2.0,68.0,43.0,278.0,2.0,8.0,1.0,3.0,6.0,4078.0,73.0,80.0,654.0,9.0,136.0,21.0,8.0,159.0,41.0,76.0,123.0,1.0,16.0,55.0,62.0,31.0,42.0,3.0,0.0,10.0,104.0,40.0,14.0,24.0,10.0,6.0
2023/02/15/00:36:06.596913,3244296,1676381766,596711133,,427.0,2006.0,355.0,658.0,1485.0,1078.0,2359.0,507.0,1884.0,934.0,1626.0,2799.0,1847.0,3037.0,788.0,367.0,9.0,37.0,25.0,4.0,6.0,7.0,9.0,30.0,109.0,40.0,14.0,5.0,2.0,125.0,8.0,19.0,14.0,8.0,16.0,16.0,2.0,10.0,4.0,11.0,2.0,2.0,12.0,3.0,2.0,67.0,42.0,278.0,2.0,9.0,1.0,3.0,7.0,4079.0,73.0,78.0,654.0,9.0,136.0,21.0,7.0,160.0,41.0,76.0,124.0,2.0,16.0,55.0,62.0,32.0,42.0,3.0,0.0,10.0,104.0,40.0,14.0,23.0,10.0,6.0
2023/02/15/00:36:06.597755,3244297,1676381766,597720466,,426.0,2007.0,357.0,658.0,1485.0,1078.0,2356.0,507.0,1884.0,935.0,1626.0,2799.0,1847.0,3037.0,787.0,367.0,11.0,37.0,25.0,6.0,6.0,7.0,11.0,30.0,109.0,36.0,13.0,5.0,2.0,125.0,9.0,19.0,14.0,8.0,17.0,14.0,2.0,10.0,4.0,12.0,2.0,2.0,11.0,4.0,2.0,66.0,41.0,278.0,2.0,8.0,1.0,3.0,7.0,4078.0,73.0,79.0,654.0,10.0,136.0,20.0,7.0,160.0,41.0,76.0,124.0,2.0,16.0,55.0,63.0,31.0,42.0,3.0,0.0,10.0,102.0,40.0,14.0,23.0,10.0,6.0
2023/02/15/00:36:06.615780,3244298,1676381766,598733987,,428.0,2007.0,360.0,659.0,1485.0,1078.0,2359.0,507.0,1884.0,935.0,1625.0,2798.0,1846.0,3037.0,788.0,367.0,9.0,37.0,25.0,4.0,6.0,7.0,10.0,30.0,108.0,34.0,14.0,5.0,2.0,126.0,8.0,20.0,14.0,9.0,16.0,15.0,2.0,11.0,4.0,11.0,2.0,2.0,11.0,6.0,2.0,68.0,41.0,278.0,1.0,7.0,1.0,2.0,7.0,4079.0,73.0,80.0,654.0,9.0,136.0,21.0,7.0,159.0,41.0,76.0,123.0,4.0,15.0,55.0,63.0,30.0,42.0,3.0,0.0,10.0,103.0,41.0,13.0,23.0,10.0,6.0
2023/02/15/00:36:06.615792,3244299,1676381766,599775978,,427.0,2006.0,362.0,659.0,1485.0,1078.0,2358.0,508.0,1885.0,935.0,1625.0,2798.0,1847.0,3038.0,788.0,367.0,10.0,38.0,26.0,6.0,6.0,7.0,9.0,30.0,109.0,30.0,13.0,5.0,2.0,126.0,8.0,20.0,13.0,9.0,16.0,14.0,2.0,10.0,4.0,11.0,2.0,2.0,11.0,3.0,2.0,66.0,38.0,278.0,2.0,8.0,1.0,3.0,7.0,4079.0,73.0,79.0,653.0,9.0,136.0,22.0,7.0,159.0,41.0,76.0,124.0,2.0,16.0,55.0,63.0,32.0,42.0,3.0,0.0,10.0,103.0,38.0,13.0,23.0,8.0,6.0
2023/02/15/00:36:06.615805,3244300,1676381766,600710777,,427.0,2006.0,363.0,660.0,1485.0,1079.0,2360.0,507.0,1884.0,934.0,1624.0,2797.0,1846.0,3039.0,788.0,367.0,9.0,37.0,25.0,6.0,6.0,7.0,9.0,30.0,110.0,32.0,13.0,5.0,2.0,126.0,8.0,19.0,13.0,8.0,16.0,15.0,3.0,10.0,4.0,11.0,2.0,2.0,12.0,3.0,2.0,66.0,39.0,278.0,2.0,9.0,1.0,3.0,7.0,4078.0,73.0,78.0,653.0,10.0,135.0,21.0,7.0,159.0,41.0,76.0,123.0,2.0,16.0,55.0,63.0,31.0,41.0,3.0,0.0,10.0,101.0,40.0,14.0,23.0,10.0,6.0
2023/02/15/00:36:06.615812,3244301,1676381766,601721833,,427.0,2007.0,365.0,661.0,1485.0,1079.0,2358.0,508.0,1884.0,936.0,1624.0,2797.0,1845.0,3039.0,788.0,367.0,9.0,38.0,25.0,6.0,6.0,7.0,10.0,31.0,108.0,32.0,14.0,5.0,2.0,126.0,8.0,20.0,14.0,8.0,16.0,15.0,2.0,11.0,4.0,11.0,2.0,2.0,10.0,4.0,2.0,68.0,37.0,278.0,2.0,9.0,1.0,3.0,7.0,4078.0,75.0,80.0,653.0,9.0,135.0,22.0,4.0,159.0,42.0,76.0,122.0,2.0,16.0,55.0,63.0,33.0,42.0,3.0,0.0,10.0,99.0,39.0,14.0,23.0,10.0,6.0
2023/02/15/00:36:06.615818,3244302,1676381766,602716573,,427.0,2006.0,367.0,661.0,1485.0,1079.0,2356.0,507.0,1884.0,935.0,1623.0,2796.0,1845.0,3039.0,788.0,368.0,9.0,38.0,25.0,4.0,6.0,6.0,10.0,32.0,109.0,33.0,14.0,5.0,2.0,124.0,8.0,19.0,14.0,6.0,16.0,15.0,2.0,11.0,4.0,12.0,2.0,2.0,10.0,3.0,2.0,66.0,37.0,278.0,2.0,9.0,0.0,3.0,7.0,4078.0,73.0,78.0,653.0,10.0,136.0,21.0,6.0,160.0,42.0,76.0,121.0,2.0,16.0,57.0,63.0,31.0,42.0,3.0,0.0,10.0,100.0,40.0,14.0,23.0,10.0,6.0
2023/02/15/00:36:06.615825,3244303,1676381766,603712268,,427.0,2010.0,369.0,661.0,1485.0,1079.0,2358.0,507.0,1884.0,935.0,1623.0,2796.0,1845.0,3039.0,788.0,367.0,8.0,38.0,25.0,6.0,6.0,6.0,10.0,30.0,109.0,30.0,14.0,5.0,2.0,126.0,9.0,20.0,14.0,8.0,17.0,15.0,2.0,11.0,4.0,11.0,2.0,2.0,11.0,3.0,2.0,68.0,34.0,277.0,2.0,9.0,1.0,3.0,7.0,4078.0,74.0,79.0,652.0,9.0,136.0,20.0,6.0,160.0,41.0,76.0,121.0,2.0,16.0,54.0,62.0,31.0,42.0,3.0,0.0,10.0,100.0,40.0,12.0,23.0,10.0,6.0
2023/02/15/00:36:06.615833,3244304,1676381766,604724600,,427.0,2009.0,370.0,661.0,1485.0,1079.0,2357.0,507.0,1884.0,936.0,1622.0,2796.0,1845.0,3040.0,787.0,367.0,8.0,37.0,25.0,5.0,6.0,6.0,10.0,30.0,109.0,31.0,14.0,5.0,2.0,124.0,8.0,19.0,14.0,8.0,17.0,15.0,2.0,12.0,4.0,11.0,2.0,2.0,11.0,3.0,2.0,68.0,34.0,276.0,2.0,9.0,1.0,3.0,7.0,4078.0,73.0,80.0,651.0,9.0,135.0,19.0,6.0,160.0,41.0,76.0,120.0,4.0,16.0,55.0,62.0,31.0,42.0,3.0,0.0,10.0,100.0,39.0,14.0,23.0,9.0,6.0
2023/02/15/00:36:06.615837,3244305,1676381766,605710123,,427.0,2007.0,372.0,661.0,1485.0,1079.0,2356.0,508.0,1884.0,936.0,1623.0,2796.0,1845.0,3040.0,788.0,368.0,8.0,38.0,25.0,5.0,5.0,6.0,9.0,29.0,109.0,30.0,13.0,5.0,2.0,125.0,8.0,20.0,14.0,8.0,16.0,15.0,3.0,9.0,4.0,11.0,2.0,2.0,11.0,3.0,2.0,69.0,35.0,277.0,2.0,9.0,0.0,3.0,7.0,4078.0,73.0,81.0,651.0,10.0,136.0,22.0,7.0,160.0,42.0,76.0,121.0,2.0,16.0,55.0,62.0,32.0,42.0,3.0,0.0,10.0,96.0,40.0,14.0,23.0,9.0,6.0
2023/02/15/00:36:06.615842,3244306,1676381766,606718747,,427.0,2008.0,374.0,661.0,1485.0,1079.0,2358.0,508.0,1884.0,936.0,1620.0,2795.0,1845.0,3041.0,789.0,367.0,8.0,37.0,25.0,6.0,5.0,6.0,10.0,30.0,109.0,28.0,13.0,5.0,1.0,122.0,8.0,20.0,13.0,8.0,16.0,15.0,2.0,11.0,4.0,12.0,2.0,2.0,11.0,4.0,2.0,68.0,34.0,277.0,2.0,9.0,1.0,3.0,7.0,4078.0,74.0,80.0,649.0,9.0,135.0,21.0,6.0,161.0,41.0,76.0,121.0,2.0,16.0,51.0,62.0,32.0,42.0,3.0,0.0,10.0,96.0,40.0,14.0,23.0,9.0,6.0
2023/02/15/00:36:06.615846,3244307,1676381766,607711702,,427.0,2006.0,376.0,662.0,1485.0,1079.0,2357.0,508.0,1884.0,936.0,1619.0,2795.0,1844.0,3041.0,789.0,367.0,8.0,37.0,25.0,6.0,6.0,7.0,10.0,30.0,108.0,30.0,14.0,6.0,2.0,119.0,8.0,20.0,13.0,8.0,17.0,15.0,2.0,11.0,4.0,11.0,2.0,2.0,11.0,3.0,2.0,68.0,31.0,276.0,2.0,7.0,1.0,3.0,7.0,4078.0,73.0,81.0,650.0,10.0,135.0,21.0,6.0,161.0,42.0,76.0,121.0,4.0,16.0,55.0,62.0,31.0,42.0,4.0,0.0,10.0,95.0,40.0,13.0,23.0,10.0,6.0
2023/02/15/00:36:06.615851,3244308,1676381766,608711062,,427.0,2005.0,378.0,662.0,1485.0,1080.0,2357.0,508.0,1884.0,936.0,1619.0,2795.0,1844.0,3042.0,789.0,367.0,7.0,38.0,25.0,5.0,5.0,7.0,10.0,30.0,109.0,28.0,14.0,5.0,2.0,120.0,9.0,21.0,14.0,8.0,16.0,15.0,2.0,10.0,4.0,10.0,2.0,2.0,11.0,3.0,2.0,68.0,32.0,276.0,2.0,8.0,1.0,3.0,7.0,4078.0,72.0,80.0,650.0,10.0,136.0,21.0,6.0,161.0,42.0,76.0,120.0,2.0,16.0,55.0,62.0,33.0,42.0,2.0,0.0,10.0,95.0,39.0,13.0,22.0,10.0,6.0
2023/02/15/00:36:06.615856,3244309,1676381766,609720175,,427.0,2005.0,379.0,663.0,1485.0,1080.0,2357.0,507.0,1884.0,936.0,1618.0,2794.0,1843.0,3042.0,789.0,367.0,8.0,38.0,26.0,6.0,6.0,6.0,10.0,30.0,110.0,26.0,14.0,6.0,2.0,121.0,8.0,20.0,13.0,7.0,16.0,15.0,3.0,10.0,4.0,11.0,2.0,2.0,12.0,3.0,2.0,69.0,31.0,277.0,2.0,8.0,1.0,3.0,6.0,4078.0,73.0,81.0,649.0,9.0,136.0,21.0,6.0,161.0,42.0,76.0,120.0,2.0,14.0,54.0,62.0,32.0,42.0,3.0,0.0,10.0,95.0,40.0,14.0,23.0,10.0,6.0
2023/02/15/00:36:06.615860,3244310,1676381766,610726547,,427.0,2005.0,382.0,663.0,1485.0,1080.0,2359.0,507.0,1884.0,937.0,1617.0,2794.0,1843.0,3042.0,789.0,368.0,8.0,37.0,26.0,4.0,6.0,6.0,10.0,31.0,110.0,26.0,14.0,5.0,1.0,120.0,9.0,20.0,13.0,8.0,17.0,15.0,2.0,11.0,4.0,11.0,2.0,2.0,12.0,3.0,2.0,68.0,30.0,277.0,2.0,9.0,0.0,3.0,7.0,4078.0,73.0,81.0,650.0,9.0,136.0,22.0,4.0,162.0,42.0,76.0,118.0,2.0,16.0,54.0,62.0,32.0,41.0,3.0,0.0,10.0,94.0,40.0,14.0,23.0,10.0,6.0
2023/02/15/00:36:06.615863,3244311,1676381766,611704531,,427.0,2005.0,383.0,663.0,1485.0,1079.0,2360.0,508.0,1883.0,936.0,1617.0,2793.0,1843.0,3043.0,790.0,367.0,8.0,38.0,26.0,6.0,5.0,7.0,10.0,30.0,109.0,26.0,14.0,6.0,1.0,121.0,8.0,21.0,14.0,8.0,17.0,15.0,2.0,10.0,4.0,12.0,2.0,2.0,11.0,3.0,2.0,69.0,32.0,277.0,2.0,9.0,1.0,3.0,7.0,4078.0,73.0,81.0,647.0,10.0,136.0,22.0,5.0,162.0,41.0,76.0,118.0,2.0,16.0,55.0,62.0,32.0,42.0,3.0,0.0,10.0,95.0,40.0,13.0,23.0,9.0,4.0
2023/02/15/00:36:06.615868,3244312,1676381766,612727849,,427.0,2005.0,384.0,664.0,1485.0,1079.0,2359.0,509.0,1884.0,937.0,1617.0,2793.0,1842.0,3043.0,789.0,368.0,9.0,38.0,25.0,6.0,5.0,6.0,10.0,31.0,110.0,25.0,14.0,5.0,1.0,121.0,9.0,21.0,13.0,6.0,16.0,17.0,2.0,10.0,4.0,12.0,2.0,2.0,12.0,3.0,2.0,66.0,32.0,277.0,2.0,10.0,1.0,3.0,7.0,4078.0,74.0,81.0,646.0,9.0,136.0,21.0,4.0,162.0,41.0,76.0,118.0,2.0,16.0,55.0,62.0,32.0,42.0,3.0,0.0,10.0,93.0,40.0,14.0,23.0,10.0,6.0
2023/02/15/00:36:06.615873,3244313,1676381766,613709589,,427.0,2005.0,386.0,664.0,1486.0,1080.0,2360.0,509.0,1884.0,936.0,1615.0,2793.0,1842.0,3043.0,788.0,368.0,8.0,38.0,26.0,6.0,5.0,6.0,10.0,30.0,110.0,26.0,14.0,6.0,1.0,119.0,9.0,22.0,14.0,8.0,17.0,14.0,2.0,9.0,4.0,11.0,2.0,2.0,12.0,3.0,2.0,67.0,30.0,278.0,2.0,9.0,1.0,3.0,7.0,4078.0,73.0,81.0,646.0,9.0,134.0,20.0,4.0,162.0,41.0,76.0,119.0,2.0,16.0,55.0,62.0,33.0,41.0,3.0,0.0,9.0,92.0,40.0,13.0,22.0,10.0,6.0
2023/02/15/00:36:06.615877,3244314,1676381766,614726738,,427.0,2004.0,388.0,665.0,1486.0,1080.0,2359.0,509.0,1884.0,936.0,1614.0,2792.0,1842.0,3044.0,790.0,368.0,8.0,37.0,26.0,6.0,5.0,6.0,10.0,31.0,110.0,26.0,13.0,3.0,2.0,119.0,8.0,21.0,13.0,6.0,16.0,14.0,2.0,10.0,4.0,11.0,2.0,2.0,12.0,3.0,2.0,68.0,31.0,278.0,2.0,9.0,0.0,3.0,8.0,4078.0,74.0,82.0,646.0,9.0,133.0,21.0,5.0,161.0,42.0,76.0,117.0,2.0,16.0,55.0,62.0,32.0,42.0,3.0,0.0,10.0,93.0,40.0,13.0,22.0,10.0,6.0
2023/02/15/00:36:06.615880,3244315,1676381766,615708856,,427.0,2005.0,390.0,665.0,1485.0,1080.0,2359.0,508.0,1884.0,937.0,1613.0,2792.0,1841.0,3044.0,789.0,368.0,8.0,38.0,25.0,6.0,5.0,7.0,10.0,31.0,110.0,24.0,13.0,5.0,1.0,118.0,8.0,20.0,13.0,6.0,16.0,14.0,2.0,10.0,4.0,10.0,2.0,2.0,11.0,3.0,2.0,65.0,30.0,278.0,2.0,10.0,1.0,4.0,7.0,4078.0,73.0,80.0,645.0,9.0,134.0,20.0,5.0,161.0,40.0,77.0,117.0,2.0,16.0,55.0,62.0,31.0,42.0,3.0,0.0,10.0,92.0,40.0,14.0,23.0,9.0,6.0
2023/02/15/00:36:06.616760,3244316,1676381766,616724113,,427.0,2005.0,392.0,665.0,1485.0,1081.0,2358.0,509.0,1884.0,936.0,1612.0,2791.0,1841.0,3044.0,789.0,368.0,8.0,37.0,25.0,6.0,5.0,7.0,10.0,31.0,110.0,25.0,14.0,5.0,2.0,117.0,8.0,20.0,13.0,8.0,16.0,13.0,2.0,10.0,4.0,11.0,3.0,2.0,12.0,3.0,2.0,68.0,30.0,278.0,2.0,9.0,1.0,3.0,6.0,4078.0,74.0,81.0,643.0,9.0,138.0,21.0,5.0,162.0,42.0,76.0,116.0,2.0,16.0,54.0,62.0,32.0,42.0,3.0,0.0,10.0,93.0,40.0,14.0,23.0,10.0,6.0
2023/02/15/00:36:06.634778,3244317,1676381766,617709440,,427.0,2004.0,394.0,666.0,1485.0,1081.0,2357.0,508.0,1884.0,936.0,1611.0,2791.0,1841.0,3045.0,790.0,368.0,8.0,38.0,25.0,6.0,5.0,7.0,10.0,31.0,110.0,24.0,13.0,6.0,1.0,117.0,8.0,20.0,13.0,8.0,16.0,14.0,2.0,10.0,4.0,12.0,2.0,2.0,11.0,3.0,2.0,68.0,28.0,278.0,2.0,10.0,1.0,3.0,7.0,4078.0,73.0,81.0,641.0,9.0,135.0,21.0,5.0,162.0,42.0,77.0,116.0,2.0,16.0,54.0,62.0,31.0,42.0,3.0,0.0,10.0,90.0,40.0,14.0,22.0,9.0,6.0
2023/02/15/00:36:06.634800,3244318,1676381766,618710732,,427.0,2004.0,396.0,666.0,1485.0,1081.0,2357.0,509.0,1884.0,937.0,1611.0,2790.0,1841.0,3046.0,790.0,368.0,7.0,38.0,26.0,6.0,5.0,6.0,10.0,32.0,110.0,22.0,13.0,6.0,2.0,116.0,8.0,21.0,13.0,8.0,17.0,14.0,2.0,10.0,4.0,12.0,2.0,2.0,12.0,3.0,2.0,67.0,27.0,278.0,2.0,10.0,1.0,3.0,7.0,4077.0,73.0,83.0,640.0,8.0,134.0,22.0,5.0,161.0,40.0,76.0,115.0,2.0,16.0,54.0,62.0,33.0,42.0,3.0,0.0,10.0,90.0,39.0,15.0,22.0,10.0,5.0
2023/02/15/00:36:06.634808,3244319,1676381766,619728157,,427.0,2005.0,397.0,666.0,1485.0,1080.0,2359.0,509.0,1883.0,937.0,1610.0,2790.0,1840.0,3047.0,789.0,368.0,8.0,38.0,26.0,6.0,5.0,7.0,10.0,31.0,110.0,23.0,13.0,5.0,2.0,117.0,9.0,21.0,14.0,7.0,16.0,13.0,3.0,10.0,4.0,12.0,2.0,2.0,13.0,4.0,2.0,66.0,26.0,278.0,2.0,10.0,0.0,3.0,7.0,4077.0,73.0,82.0,638.0,8.0,135.0,21.0,5.0,162.0,41.0,74.0,114.0,2.0,16.0,54.0,63.0,33.0,42.0,3.0,0.0,10.0,90.0,40.0,14.0,22.0,9.0,6.0
2023/02/15/00:36:06.634814,3244320,1676381766,620710717,,427.0,2004.0,398.0,666.0,1486.0,1080.0,2358.0,509.0,1885.0,937.0,1609.0,2789.0,1839.0,3047.0,790.0,368.0,8.0,38.0,25.0,6.0,5.0,7.0,10.0,30.0,108.0,22.0,13.0,6.0,2.0,117.0,9.0,20.0,12.0,8.0,17.0,13.0,2.0,9.0,4.0,12.0,2.0,2.0,12.0,4.0,2.0,66.0,24.0,277.0,2.0,10.0,1.0,3.0,7.0,4077.0,74.0,83.0,638.0,9.0,136.0,21.0,5.0,162.0,42.0,76.0,114.0,2.0,16.0,54.0,62.0,32.0,42.0,3.0,0.0,10.0,89.0,40.0,14.0,21.0,10.0,6.0
2023/02/15/00:36:06.634816,3244321,1676381766,621727324,,427.0,2004.0,400.0,667.0,1485.0,1081.0,2356.0,509.0,1884.0,937.0,1608.0,2789.0,1839.0,3048.0,789.0,368.0,7.0,38.0,25.0,6.0,5.0,7.0,10.0,30.0,108.0,22.0,13.0,6.0,2.0,116.0,8.0,21.0,13.0,8.0,17.0,12.0,2.0,10.0,4.0,13.0,2.0,2.0,11.0,3.0,2.0,68.0,26.0,278.0,2.0,10.0,1.0,3.0,7.0,4077.0,73.0,83.0,637.0,8.0,135.0,21.0,4.0,162.0,41.0,77.0,114.0,2.0,16.0,54.0,63.0,31.0,42.0,3.0,0.0,10.0,89.0,41.0,14.0,21.0,10.0,6.0
2023/02/15/00:36:06.634822,3244322,1676381766,622711612,,428.0,2004.0,401.0,667.0,1485.0,1081.0,2356.0,509.0,1883.0,937.0,1608.0,2789.0,1838.0,3047.0,790.0,368.0,7.0,38.0,25.0,6.0,5.0,7.0,10.0,31.0,109.0,21.0,13.0,5.0,2.0,116.0,8.0,21.0,12.0,8.0,17.0,13.0,2.0,10.0,5.0,12.0,2.0,2.0,12.0,3.0,2.0,68.0,26.0,278.0,2.0,9.0,0.0,2.0,7.0,4077.0,74.0,83.0,636.0,9.0,135.0,20.0,6.0,162.0,41.0,77.0,114.0,2.0,16.0,54.0,62.0,33.0,42.0,3.0,0.0,10.0,89.0,39.0,13.0,21.0,9.0,6.0
2023/02/15/00:36:06.634828,3244323,1676381766,623721271,,427.0,2006.0,403.0,667.0,1486.0,1081.0,2358.0,509.0,1884.0,937.0,1607.0,2788.0,1837.0,3048.0,789.0,368.0,7.0,38.0,26.0,5.0,5.0,5.0,10.0,31.0,110.0,20.0,14.0,5.0,2.0,115.0,8.0,20.0,12.0,8.0,17.0,13.0,2.0,9.0,4.0,11.0,2.0,2.0,11.0,3.0,2.0,66.0,23.0,277.0,2.0,9.0,1.0,3.0,8.0,4078.0,76.0,83.0,635.0,9.0,135.0,21.0,5.0,161.0,41.0,76.0,113.0,2.0,16.0,55.0,62.0,33.0,42.0,3.0,0.0,9.0,89.0,40.0,13.0,23.0,9.0,6.0
2023/02/15/00:36:06.634831,3244324,1676381766,624711222,,427.0,2009.0,404.0,668.0,1486.0,1081.0,2358.0,509.0,1884.0,937.0,1607.0,2787.0,1837.0,3049.0,790.0,368.0,8.0,38.0,25.0,6.0,5.0,7.0,10.0,31.0,110.0,20.0,14.0,6.0,2.0,116.0,9.0,20.0,12.0,8.0,18.0,13.0,3.0,9.0,4.0,12.0,2.0,2.0,12.0,3.0,2.0,69.0,24.0,278.0,2.0,9.0,1.0,3.0,7.0,4077.0,73.0,83.0,635.0,9.0,136.0,21.0,5.0,161.0,42.0,76.0,113.0,2.0,16.0,56.0,62.0,33.0,42.0,3.0,0.0,10.0,89.0,40.0,13.0,22.0,10.0,5.0
