time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,tactile1,tactile2,tactile3,tactile4,tactile5,tactile6,tactile7,tactile8,tactile9,tactile10,tactile11,tactile12,tactile13,tactile14,tactile15,tactile16,tactile17,tactile18,tactile19,tactile20,tactile21,tactile22,tactile23,tactile24,tactile25,tactile26,tactile27,tactile28,tactile29,tactile30,tactile31,tactile32,tactile33,tactile34,tactile35,tactile36,tactile37,tactile38,tactile39,tactile40,tactile41,tactile42,tactile43,tactile44,tactile45,tactile46,tactile47,tactile48,tactile49,tactile50,tactile51,tactile52,tactile53,tactile54,tactile55,tactile56,tactile57,tactile58,tactile59,tactile60,tactile61,tactile62,tactile63,tactile64
2023/02/15/00:36:05.539726,3243239,1676381765,539680954,,9.0, 37.0, 24.0, 3.0, 4.0, 8.0, 38.0, 27.0, 95.0, 34.0, 43.0, 6.0, 2.0, 98.0, 8.0, 19.0, 12.0, 10.0, 44.0, 17.0, 2.0, 10.0, 2.0, 6.0, 2.0, 0.0, 12.0, 5.0, 2.0, 71.0, 22.0, 274.0, 2.0, 9.0, 1.0, 3.0, 7.0, 4079.0, 83.0, 70.0, 330.0, 8.0, 136.0, 17.0, 8.0, 161.0, 39.0, 76.0, 64.0, 5.0, 17.0, 55.0, 63.0, 36.0, 38.0, 3.0, 6.0, 10.0, 28.0, 39.0, 14.0, 39.0, 12.0, 5.0
2023/02/15/00:36:05.540746,3243240,1676381765,540691030,,10.0, 38.0, 23.0, 3.0, 4.0, 8.0, 40.0, 27.0, 96.0, 33.0, 43.0, 6.0, 1.0, 98.0, 8.0, 19.0, 12.0, 9.0, 46.0, 17.0, 2.0, 10.0, 4.0, 7.0, 2.0, 0.0, 12.0, 4.0, 2.0, 71.0, 23.0, 273.0, 2.0, 9.0, 1.0, 3.0, 6.0, 4079.0, 83.0, 70.0, 337.0, 9.0, 136.0, 17.0, 9.0, 162.0, 39.0, 76.0, 64.0, 5.0, 17.0, 55.0, 63.0, 37.0, 38.0, 3.0, 6.0, 10.0, 30.0, 38.0, 13.0, 38.0, 11.0, 4.0
2023/02/15/00:36:05.541734,3243241,1676381765,541685639,,9.0, 37.0, 24.0, 3.0, 4.0, 8.0, 39.0, 27.0, 97.0, 34.0, 40.0, 6.0, 1.0, 100.0, 7.0, 19.0, 10.0, 9.0, 46.0, 17.0, 2.0, 10.0, 2.0, 7.0, 2.0, 2.0, 14.0, 5.0, 2.0, 72.0, 22.0, 273.0, 2.0, 9.0, 1.0, 3.0, 6.0, 4079.0, 82.0, 70.0, 341.0, 9.0, 136.0, 17.0, 8.0, 163.0, 40.0, 76.0, 63.0, 5.0, 17.0, 55.0, 64.0, 36.0, 38.0, 1.0, 6.0, 10.0, 28.0, 39.0, 13.0, 39.0, 12.0, 4.0
2023/02/15/00:36:05.542721,3243242,1676381765,542678116,,10.0, 38.0, 24.0, 2.0, 4.0, 8.0, 40.0, 27.0, 96.0, 34.0, 40.0, 6.0, 1.0, 101.0, 8.0, 19.0, 10.0, 9.0, 47.0, 16.0, 2.0, 11.0, 2.0, 7.0, 2.0, 1.0, 13.0, 6.0, 2.0, 72.0, 23.0, 272.0, 2.0, 9.0, 1.0, 3.0, 6.0, 4079.0, 82.0, 70.0, 343.0, 9.0, 136.0, 17.0, 10.0, 164.0, 41.0, 76.0, 64.0, 5.0, 17.0, 55.0, 63.0, 36.0, 39.0, 3.0, 5.0, 10.0, 26.0, 39.0, 12.0, 38.0, 13.0, 5.0
2023/02/15/00:36:05.543723,3243243,1676381765,543677968,,10.0, 38.0, 24.0, 3.0, 4.0, 8.0, 41.0, 27.0, 96.0, 34.0, 40.0, 6.0, 1.0, 100.0, 9.0, 19.0, 9.0, 10.0, 47.0, 17.0, 2.0, 12.0, 2.0, 6.0, 2.0, 1.0, 13.0, 4.0, 2.0, 71.0, 23.0, 273.0, 2.0, 9.0, 0.0, 3.0, 6.0, 4079.0, 82.0, 67.0, 352.0, 10.0, 137.0, 19.0, 9.0, 165.0, 40.0, 77.0, 65.0, 6.0, 17.0, 55.0, 63.0, 36.0, 39.0, 3.0, 6.0, 10.0, 27.0, 38.0, 13.0, 38.0, 12.0, 5.0
2023/02/15/00:36:05.544719,3243244,1676381765,544680646,,10.0, 38.0, 24.0, 3.0, 4.0, 7.0, 41.0, 27.0, 95.0, 34.0, 40.0, 6.0, 2.0, 100.0, 8.0, 19.0, 9.0, 9.0, 46.0, 16.0, 2.0, 11.0, 4.0, 8.0, 2.0, 1.0, 12.0, 5.0, 2.0, 72.0, 23.0, 273.0, 2.0, 9.0, 1.0, 3.0, 7.0, 4079.0, 82.0, 68.0, 354.0, 8.0, 137.0, 17.0, 10.0, 164.0, 40.0, 76.0, 64.0, 5.0, 17.0, 55.0, 63.0, 36.0, 36.0, 3.0, 5.0, 9.0, 26.0, 39.0, 12.0, 39.0, 13.0, 5.0
2023/02/15/00:36:05.545729,3243245,1676381765,545684346,,10.0, 37.0, 23.0, 3.0, 4.0, 7.0, 41.0, 27.0, 95.0, 34.0, 38.0, 6.0, 1.0, 100.0, 8.0, 18.0, 10.0, 10.0, 46.0, 16.0, 2.0, 12.0, 2.0, 9.0, 2.0, 0.0, 13.0, 4.0, 2.0, 70.0, 23.0, 273.0, 2.0, 9.0, 1.0, 3.0, 7.0, 4078.0, 82.0, 67.0, 356.0, 8.0, 137.0, 17.0, 10.0, 164.0, 41.0, 76.0, 64.0, 5.0, 18.0, 55.0, 64.0, 36.0, 37.0, 3.0, 5.0, 10.0, 26.0, 38.0, 12.0, 40.0, 12.0, 5.0
2023/02/15/00:36:05.546710,3243246,1676381765,546677179,,10.0, 37.0, 24.0, 3.0, 4.0, 8.0, 41.0, 27.0, 96.0, 34.0, 39.0, 6.0, 1.0, 100.0, 8.0, 17.0, 9.0, 10.0, 47.0, 17.0, 2.0, 11.0, 1.0, 11.0, 2.0, 1.0, 12.0, 4.0, 2.0, 70.0, 25.0, 272.0, 2.0, 9.0, 1.0, 3.0, 7.0, 4079.0, 82.0, 67.0, 356.0, 9.0, 137.0, 18.0, 9.0, 165.0, 40.0, 75.0, 65.0, 5.0, 18.0, 55.0, 63.0, 36.0, 37.0, 3.0, 5.0, 10.0, 25.0, 38.0, 11.0, 41.0, 13.0, 4.0
2023/02/15/00:36:05.547764,3243247,1676381765,547679032,,10.0, 38.0, 24.0, 3.0, 4.0, 7.0, 42.0, 27.0, 96.0, 34.0, 37.0, 5.0, 1.0, 99.0, 8.0, 19.0, 9.0, 10.0, 48.0, 17.0, 2.0, 12.0, 2.0, 9.0, 2.0, 0.0, 13.0, 6.0, 2.0, 71.0, 23.0, 271.0, 2.0, 10.0, 1.0, 3.0, 7.0, 4080.0, 81.0, 67.0, 356.0, 9.0, 136.0, 17.0, 10.0, 165.0, 40.0, 76.0, 65.0, 5.0, 18.0, 55.0, 63.0, 36.0, 36.0, 3.0, 3.0, 10.0, 28.0, 39.0, 13.0, 40.0, 13.0, 6.0
2023/02/15/00:36:05.548754,3243248,1676381765,548678897,,10.0, 38.0, 24.0, 3.0, 4.0, 7.0, 42.0, 27.0, 96.0, 34.0, 36.0, 6.0, 2.0, 100.0, 7.0, 19.0, 10.0, 9.0, 47.0, 17.0, 2.0, 12.0, 3.0, 8.0, 2.0, 1.0, 12.0, 4.0, 2.0, 73.0, 23.0, 272.0, 2.0, 9.0, 1.0, 3.0, 6.0, 4079.0, 81.0, 66.0, 359.0, 9.0, 136.0, 17.0, 10.0, 164.0, 40.0, 76.0, 66.0, 6.0, 18.0, 55.0, 62.0, 37.0, 40.0, 3.0, 5.0, 10.0, 26.0, 38.0, 14.0, 40.0, 12.0, 4.0
2023/02/15/00:36:05.549771,3243249,1676381765,549679390,,10.0, 38.0, 23.0, 3.0, 4.0, 8.0, 42.0, 27.0, 95.0, 34.0, 36.0, 6.0, 2.0, 98.0, 8.0, 17.0, 11.0, 9.0, 37.0, 17.0, 2.0, 12.0, 2.0, 6.0, 2.0, 0.0, 15.0, 4.0, 2.0, 73.0, 25.0, 272.0, 2.0, 9.0, 1.0, 3.0, 8.0, 4079.0, 82.0, 64.0, 365.0, 8.0, 136.0, 17.0, 9.0, 165.0, 40.0, 76.0, 68.0, 5.0, 18.0, 55.0, 62.0, 37.0, 36.0, 3.0, 5.0, 9.0, 26.0, 39.0, 14.0, 40.0, 12.0, 5.0
2023/02/15/00:36:05.550832,3243250,1676381765,550726826,,10.0, 38.0, 24.0, 3.0, 4.0, 8.0, 42.0, 27.0, 94.0, 34.0, 36.0, 6.0, 2.0, 99.0, 8.0, 18.0, 10.0, 10.0, 48.0, 17.0, 2.0, 12.0, 4.0, 7.0, 2.0, 0.0, 13.0, 4.0, 2.0, 71.0, 25.0, 271.0, 2.0, 8.0, 1.0, 3.0, 7.0, 4079.0, 81.0, 65.0, 368.0, 9.0, 137.0, 17.0, 10.0, 168.0, 39.0, 77.0, 68.0, 5.0, 18.0, 55.0, 61.0, 36.0, 37.0, 3.0, 5.0, 10.0, 26.0, 39.0, 14.0, 41.0, 12.0, 5.0
2023/02/15/00:36:05.551832,3243251,1676381765,551751825,,10.0, 38.0, 23.0, 3.0, 4.0, 7.0, 42.0, 26.0, 96.0, 34.0, 34.0, 6.0, 2.0, 100.0, 8.0, 17.0, 10.0, 9.0, 43.0, 17.0, 2.0, 12.0, 4.0, 8.0, 2.0, 0.0, 13.0, 4.0, 2.0, 71.0, 25.0, 271.0, 2.0, 9.0, 1.0, 3.0, 7.0, 4079.0, 81.0, 62.0, 371.0, 8.0, 137.0, 17.0, 11.0, 167.0, 39.0, 76.0, 68.0, 5.0, 18.0, 55.0, 62.0, 37.0, 40.0, 4.0, 5.0, 10.0, 29.0, 39.0, 12.0, 39.0, 13.0, 5.0
2023/02/15/00:36:05.552779,3243252,1676381765,552682894,,10.0, 38.0, 23.0, 3.0, 4.0, 8.0, 42.0, 27.0, 94.0, 34.0, 34.0, 6.0, 1.0, 98.0, 8.0, 19.0, 11.0, 9.0, 46.0, 17.0, 2.0, 12.0, 4.0, 6.0, 2.0, 1.0, 13.0, 3.0, 2.0, 72.0, 25.0, 271.0, 2.0, 9.0, 1.0, 3.0, 7.0, 4079.0, 81.0, 64.0, 374.0, 8.0, 137.0, 17.0, 11.0, 168.0, 40.0, 75.0, 71.0, 5.0, 17.0, 54.0, 61.0, 37.0, 38.0, 3.0, 5.0, 9.0, 27.0, 39.0, 12.0, 41.0, 12.0, 5.0
2023/02/15/00:36:05.553756,3243253,1676381765,553678035,,10.0, 37.0, 24.0, 3.0, 4.0, 7.0, 42.0, 27.0, 95.0, 33.0, 34.0, 6.0, 2.0, 98.0, 8.0, 19.0, 12.0, 10.0, 46.0, 19.0, 2.0, 13.0, 4.0, 6.0, 2.0, 0.0, 13.0, 4.0, 2.0, 72.0, 25.0, 269.0, 2.0, 9.0, 1.0, 3.0, 7.0, 4080.0, 81.0, 63.0, 379.0, 8.0, 137.0, 17.0, 11.0, 168.0, 39.0, 76.0, 70.0, 6.0, 18.0, 54.0, 61.0, 37.0, 39.0, 3.0, 5.0, 10.0, 25.0, 39.0, 11.0, 41.0, 13.0, 6.0
2023/02/15/00:36:05.555062,3243254,1676381765,554682317,,11.0, 37.0, 23.0, 3.0, 4.0, 7.0, 43.0, 29.0, 97.0, 34.0, 34.0, 6.0, 2.0, 100.0, 8.0, 19.0, 12.0, 10.0, 47.0, 17.0, 2.0, 13.0, 4.0, 7.0, 2.0, 0.0, 12.0, 3.0, 2.0, 72.0, 25.0, 269.0, 2.0, 9.0, 1.0, 3.0, 6.0, 4079.0, 81.0, 64.0, 382.0, 9.0, 137.0, 17.0, 10.0, 166.0, 40.0, 76.0, 70.0, 5.0, 18.0, 54.0, 61.0, 37.0, 37.0, 3.0, 6.0, 10.0, 26.0, 38.0, 14.0, 41.0, 13.0, 5.0
2023/02/15/00:36:05.555719,3243255,1676381765,555679432,,12.0, 37.0, 23.0, 3.0, 4.0, 8.0, 42.0, 27.0, 96.0, 34.0, 32.0, 4.0, 2.0, 98.0, 8.0, 19.0, 12.0, 10.0, 45.0, 16.0, 2.0, 13.0, 3.0, 7.0, 2.0, 1.0, 13.0, 4.0, 2.0, 72.0, 27.0, 270.0, 2.0, 8.0, 1.0, 3.0, 6.0, 4079.0, 80.0, 61.0, 386.0, 8.0, 136.0, 17.0, 11.0, 166.0, 39.0, 76.0, 71.0, 5.0, 17.0, 54.0, 62.0, 36.0, 37.0, 3.0, 5.0, 10.0, 28.0, 39.0, 14.0, 42.0, 13.0, 5.0
2023/02/15/00:36:05.556712,3243256,1676381765,556679975,,11.0, 37.0, 23.0, 3.0, 5.0, 8.0, 44.0, 27.0, 95.0, 34.0, 32.0, 6.0, 1.0, 100.0, 8.0, 19.0, 14.0, 9.0, 41.0, 17.0, 2.0, 13.0, 4.0, 9.0, 2.0, 0.0, 13.0, 5.0, 2.0, 72.0, 26.0, 270.0, 2.0, 9.0, 1.0, 3.0, 7.0, 4079.0, 81.0, 61.0, 386.0, 8.0, 136.0, 17.0, 10.0, 167.0, 39.0, 76.0, 73.0, 6.0, 17.0, 54.0, 61.0, 36.0, 38.0, 4.0, 4.0, 10.0, 26.0, 38.0, 13.0, 42.0, 13.0, 5.0
2023/02/15/00:36:05.557713,3243257,1676381765,557680649,,10.0, 38.0, 23.0, 3.0, 5.0, 7.0, 45.0, 27.0, 94.0, 36.0, 32.0, 6.0, 2.0, 98.0, 8.0, 20.0, 14.0, 10.0, 48.0, 17.0, 2.0, 13.0, 2.0, 9.0, 2.0, 0.0, 13.0, 3.0, 2.0, 72.0, 26.0, 271.0, 2.0, 9.0, 1.0, 3.0, 6.0, 4080.0, 81.0, 61.0, 385.0, 9.0, 137.0, 17.0, 12.0, 169.0, 40.0, 75.0, 73.0, 5.0, 18.0, 54.0, 61.0, 37.0, 37.0, 3.0, 5.0, 10.0, 25.0, 38.0, 13.0, 42.0, 13.0, 5.0
2023/02/15/00:36:05.558732,3243258,1676381765,558685036,,12.0, 37.0, 23.0, 3.0, 5.0, 5.0, 44.0, 27.0, 96.0, 36.0, 31.0, 5.0, 1.0, 100.0, 7.0, 20.0, 14.0, 10.0, 44.0, 15.0, 2.0, 12.0, 4.0, 10.0, 2.0, 1.0, 13.0, 4.0, 2.0, 70.0, 27.0, 271.0, 2.0, 9.0, 0.0, 3.0, 6.0, 4079.0, 80.0, 61.0, 392.0, 9.0, 137.0, 17.0, 11.0, 170.0, 39.0, 75.0, 71.0, 7.0, 18.0, 54.0, 61.0, 37.0, 37.0, 1.0, 5.0, 10.0, 24.0, 39.0, 13.0, 42.0, 12.0, 4.0
2023/02/15/00:36:05.559806,3243259,1676381765,559721412,,12.0, 37.0, 23.0, 3.0, 4.0, 8.0, 45.0, 27.0, 96.0, 34.0, 30.0, 6.0, 2.0, 100.0, 8.0, 20.0, 16.0, 9.0, 44.0, 17.0, 2.0, 12.0, 4.0, 9.0, 2.0, 1.0, 13.0, 4.0, 2.0, 71.0, 28.0, 271.0, 2.0, 9.0, 1.0, 3.0, 4.0, 4079.0, 80.0, 63.0, 395.0, 9.0, 137.0, 17.0, 12.0, 170.0, 39.0, 75.0, 72.0, 5.0, 17.0, 54.0, 62.0, 36.0, 36.0, 3.0, 5.0, 10.0, 26.0, 39.0, 13.0, 41.0, 12.0, 4.0
2023/02/15/00:36:05.560862,3243260,1676381765,560696440,,12.0, 38.0, 23.0, 3.0, 5.0, 8.0, 45.0, 27.0, 96.0, 34.0, 30.0, 6.0, 2.0, 99.0, 8.0, 20.0, 16.0, 9.0, 47.0, 15.0, 2.0, 12.0, 4.0, 9.0, 2.0, 1.0, 12.0, 5.0, 2.0, 72.0, 29.0, 270.0, 2.0, 9.0, 1.0, 3.0, 3.0, 4079.0, 80.0, 62.0, 396.0, 9.0, 136.0, 17.0, 10.0, 174.0, 39.0, 75.0, 72.0, 5.0, 18.0, 54.0, 61.0, 36.0, 36.0, 3.0, 5.0, 10.0, 28.0, 39.0, 13.0, 42.0, 12.0, 5.0
2023/02/15/00:36:05.561719,3243261,1676381765,561681245,,12.0, 38.0, 23.0, 3.0, 4.0, 8.0, 45.0, 28.0, 95.0, 34.0, 30.0, 3.0, 2.0, 98.0, 8.0, 20.0, 16.0, 9.0, 46.0, 15.0, 2.0, 12.0, 2.0, 7.0, 2.0, 1.0, 15.0, 6.0, 2.0, 70.0, 28.0, 270.0, 2.0, 10.0, 1.0, 3.0, 3.0, 4079.0, 80.0, 64.0, 400.0, 9.0, 136.0, 17.0, 12.0, 174.0, 38.0, 75.0, 72.0, 6.0, 18.0, 54.0, 62.0, 36.0, 38.0, 3.0, 5.0, 10.0, 29.0, 39.0, 13.0, 42.0, 13.0, 6.0
2023/02/15/00:36:05.562753,3243262,1676381765,562679822,,13.0, 38.0, 23.0, 3.0, 5.0, 8.0, 45.0, 28.0, 95.0, 35.0, 29.0, 6.0, 1.0, 98.0, 8.0, 19.0, 16.0, 10.0, 46.0, 15.0, 3.0, 12.0, 4.0, 7.0, 2.0, 0.0, 13.0, 4.0, 2.0, 72.0, 28.0, 270.0, 2.0, 9.0, 1.0, 3.0, 3.0, 4079.0, 79.0, 62.0, 400.0, 8.0, 136.0, 19.0, 11.0, 172.0, 39.0, 75.0, 72.0, 5.0, 18.0, 54.0, 61.0, 37.0, 37.0, 3.0, 5.0, 10.0, 26.0, 39.0, 12.0, 42.0, 12.0, 5.0
2023/02/15/00:36:05.563727,3243263,1676381765,563683747,,12.0, 38.0, 24.0, 3.0, 4.0, 7.0, 45.0, 27.0, 96.0, 36.0, 28.0, 6.0, 2.0, 98.0, 8.0, 19.0, 16.0, 9.0, 46.0, 16.0, 2.0, 13.0, 3.0, 7.0, 2.0, 1.0, 13.0, 6.0, 2.0, 72.0, 29.0, 270.0, 2.0, 9.0, 0.0, 3.0, 3.0, 4079.0, 79.0, 62.0, 407.0, 8.0, 136.0, 17.0, 11.0, 173.0, 39.0, 76.0, 72.0, 6.0, 17.0, 54.0, 62.0, 37.0, 36.0, 3.0, 5.0, 10.0, 26.0, 38.0, 12.0, 41.0, 13.0, 5.0
2023/02/15/00:36:05.564731,3243264,1676381765,564680449,,11.0, 38.0, 23.0, 3.0, 4.0, 6.0, 46.0, 27.0, 94.0, 36.0, 28.0, 6.0, 2.0, 98.0, 8.0, 19.0, 17.0, 8.0, 41.0, 16.0, 2.0, 12.0, 2.0, 8.0, 2.0, 1.0, 13.0, 5.0, 2.0, 72.0, 29.0, 270.0, 2.0, 9.0, 1.0, 2.0, 3.0, 4080.0, 79.0, 64.0, 405.0, 9.0, 136.0, 17.0, 12.0, 173.0, 38.0, 76.0, 72.0, 5.0, 17.0, 55.0, 61.0, 37.0, 37.0, 3.0, 5.0, 10.0, 27.0, 39.0, 13.0, 42.0, 12.0, 6.0
2023/02/15/00:36:05.565720,3243265,1676381765,565678673,,12.0, 38.0, 23.0, 3.0, 7.0, 9.0, 46.0, 27.0, 94.0, 37.0, 29.0, 5.0, 2.0, 98.0, 8.0, 19.0, 17.0, 9.0, 47.0, 15.0, 2.0, 12.0, 3.0, 6.0, 2.0, 0.0, 13.0, 3.0, 2.0, 71.0, 31.0, 269.0, 2.0, 9.0, 0.0, 3.0, 3.0, 4082.0, 80.0, 64.0, 412.0, 8.0, 136.0, 17.0, 14.0, 173.0, 39.0, 76.0, 73.0, 6.0, 17.0, 54.0, 60.0, 37.0, 38.0, 3.0, 5.0, 10.0, 25.0, 38.0, 13.0, 41.0, 12.0, 6.0
2023/02/15/00:36:05.566711,3243266,1676381765,566677663,,12.0, 37.0, 23.0, 3.0, 4.0, 8.0, 46.0, 28.0, 95.0, 37.0, 28.0, 6.0, 2.0, 100.0, 8.0, 19.0, 17.0, 8.0, 48.0, 14.0, 2.0, 13.0, 3.0, 7.0, 2.0, 1.0, 13.0, 4.0, 2.0, 72.0, 32.0, 269.0, 2.0, 9.0, 1.0, 3.0, 3.0, 4081.0, 79.0, 62.0, 411.0, 8.0, 136.0, 17.0, 14.0, 173.0, 39.0, 75.0, 72.0, 7.0, 17.0, 54.0, 60.0, 38.0, 39.0, 3.0, 5.0, 10.0, 26.0, 38.0, 13.0, 41.0, 13.0, 6.0
2023/02/15/00:36:05.567716,3243267,1676381765,567679689,,12.0, 38.0, 23.0, 3.0, 4.0, 8.0, 46.0, 27.0, 95.0, 36.0, 28.0, 6.0, 2.0, 99.0, 8.0, 22.0, 18.0, 9.0, 46.0, 16.0, 2.0, 13.0, 4.0, 7.0, 2.0, 1.0, 13.0, 4.0, 2.0, 71.0, 34.0, 269.0, 2.0, 9.0, 1.0, 4.0, 3.0, 4079.0, 79.0, 61.0, 416.0, 8.0, 136.0, 18.0, 14.0, 173.0, 39.0, 75.0, 73.0, 6.0, 17.0, 54.0, 61.0, 38.0, 37.0, 3.0, 5.0, 10.0, 26.0, 39.0, 14.0, 42.0, 13.0, 6.0
2023/02/15/00:36:05.568726,3243268,1676381765,568681556,,11.0, 38.0, 23.0, 3.0, 5.0, 8.0, 47.0, 26.0, 95.0, 36.0, 28.0, 6.0, 2.0, 100.0, 8.0, 19.0, 17.0, 9.0, 47.0, 17.0, 2.0, 12.0, 4.0, 7.0, 2.0, 0.0, 14.0, 4.0, 2.0, 72.0, 34.0, 269.0, 2.0, 9.0, 1.0, 3.0, 2.0, 4079.0, 80.0, 61.0, 418.0, 8.0, 136.0, 19.0, 12.0, 172.0, 38.0, 75.0, 73.0, 5.0, 17.0, 54.0, 61.0, 38.0, 38.0, 3.0, 5.0, 10.0, 25.0, 39.0, 13.0, 41.0, 13.0, 5.0
2023/02/15/00:36:05.569752,3243269,1676381765,569692620,,13.0, 37.0, 24.0, 3.0, 4.0, 8.0, 47.0, 27.0, 94.0, 36.0, 28.0, 6.0, 2.0, 100.0, 8.0, 19.0, 18.0, 9.0, 46.0, 16.0, 2.0, 12.0, 4.0, 7.0, 2.0, 0.0, 14.0, 4.0, 2.0, 72.0, 33.0, 269.0, 2.0, 9.0, 1.0, 3.0, 3.0, 4080.0, 80.0, 61.0, 418.0, 9.0, 134.0, 17.0, 14.0, 173.0, 38.0, 75.0, 74.0, 5.0, 17.0, 54.0, 62.0, 37.0, 38.0, 3.0, 5.0, 10.0, 26.0, 39.0, 13.0, 40.0, 12.0, 6.0
2023/02/15/00:36:05.570740,3243270,1676381765,570690188,,12.0, 38.0, 23.0, 3.0, 4.0, 8.0, 47.0, 27.0, 95.0, 36.0, 27.0, 6.0, 2.0, 100.0, 8.0, 19.0, 18.0, 9.0, 48.0, 17.0, 2.0, 13.0, 3.0, 7.0, 2.0, 0.0, 13.0, 4.0, 2.0, 72.0, 34.0, 269.0, 2.0, 9.0, 1.0, 3.0, 3.0, 4078.0, 80.0, 61.0, 422.0, 8.0, 135.0, 17.0, 13.0, 171.0, 37.0, 75.0, 73.0, 5.0, 17.0, 54.0, 62.0, 37.0, 40.0, 3.0, 6.0, 10.0, 26.0, 39.0, 12.0, 40.0, 12.0, 6.0
2023/02/15/00:36:05.571727,3243271,1676381765,571682672,,12.0, 38.0, 23.0, 3.0, 4.0, 9.0, 47.0, 27.0, 94.0, 38.0, 27.0, 6.0, 2.0, 99.0, 6.0, 19.0, 18.0, 8.0, 48.0, 15.0, 2.0, 13.0, 2.0, 7.0, 2.0, 1.0, 13.0, 4.0, 2.0, 72.0, 34.0, 269.0, 2.0, 10.0, 1.0, 4.0, 3.0, 4079.0, 80.0, 61.0, 423.0, 8.0, 135.0, 17.0, 14.0, 173.0, 38.0, 75.0, 73.0, 5.0, 17.0, 54.0, 59.0, 38.0, 40.0, 3.0, 5.0, 10.0, 28.0, 38.0, 12.0, 40.0, 11.0, 6.0
2023/02/15/00:36:05.572721,3243272,1676381765,572683826,,12.0, 37.0, 23.0, 3.0, 5.0, 8.0, 48.0, 27.0, 95.0, 38.0, 27.0, 6.0, 2.0, 100.0, 8.0, 19.0, 20.0, 9.0, 48.0, 17.0, 2.0, 14.0, 2.0, 7.0, 2.0, 1.0, 14.0, 4.0, 2.0, 73.0, 34.0, 269.0, 2.0, 10.0, 1.0, 4.0, 2.0, 4079.0, 80.0, 61.0, 433.0, 8.0, 136.0, 17.0, 14.0, 172.0, 38.0, 76.0, 72.0, 5.0, 18.0, 54.0, 61.0, 37.0, 40.0, 3.0, 6.0, 9.0, 28.0, 38.0, 12.0, 39.0, 13.0, 6.0
2023/02/15/00:36:05.573714,3243273,1676381765,573679019,,11.0, 37.0, 23.0, 3.0, 4.0, 8.0, 47.0, 27.0, 96.0, 37.0, 26.0, 6.0, 1.0, 98.0, 8.0, 19.0, 18.0, 9.0, 47.0, 16.0, 2.0, 14.0, 4.0, 6.0, 2.0, 0.0, 13.0, 4.0, 2.0, 73.0, 34.0, 269.0, 2.0, 9.0, 1.0, 5.0, 3.0, 4079.0, 81.0, 60.0, 440.0, 9.0, 135.0, 17.0, 13.0, 173.0, 39.0, 75.0, 74.0, 5.0, 18.0, 55.0, 62.0, 37.0, 38.0, 3.0, 5.0, 10.0, 29.0, 38.0, 11.0, 39.0, 12.0, 6.0
2023/02/15/00:36:05.574806,3243274,1676381765,574701796,,12.0, 37.0, 23.0, 3.0, 4.0, 8.0, 47.0, 27.0, 98.0, 40.0, 28.0, 6.0, 1.0, 98.0, 8.0, 19.0, 17.0, 8.0, 46.0, 16.0, 2.0, 14.0, 2.0, 7.0, 2.0, 1.0, 13.0, 3.0, 2.0, 73.0, 34.0, 269.0, 2.0, 10.0, 1.0, 5.0, 3.0, 4079.0, 80.0, 59.0, 443.0, 9.0, 134.0, 17.0, 13.0, 174.0, 39.0, 77.0, 74.0, 5.0, 17.0, 56.0, 62.0, 37.0, 39.0, 3.0, 6.0, 10.0, 28.0, 38.0, 10.0, 39.0, 12.0, 6.0
2023/02/15/00:36:05.575720,3243275,1676381765,575677054,,12.0, 37.0, 23.0, 3.0, 4.0, 9.0, 49.0, 27.0, 97.0, 40.0, 26.0, 6.0, 2.0, 100.0, 8.0, 19.0, 16.0, 9.0, 48.0, 17.0, 2.0, 14.0, 2.0, 7.0, 2.0, 0.0, 13.0, 3.0, 2.0, 73.0, 35.0, 267.0, 2.0, 10.0, 0.0, 4.0, 3.0, 4079.0, 80.0, 59.0, 447.0, 9.0, 134.0, 17.0, 14.0, 171.0, 38.0, 76.0, 74.0, 5.0, 18.0, 54.0, 61.0, 37.0, 40.0, 3.0, 6.0, 10.0, 28.0, 38.0, 11.0, 40.0, 12.0, 6.0
2023/02/15/00:36:05.576716,3243276,1676381765,576677434,,12.0, 37.0, 23.0, 3.0, 5.0, 8.0, 48.0, 28.0, 97.0, 40.0, 26.0, 6.0, 2.0, 100.0, 8.0, 19.0, 14.0, 9.0, 44.0, 16.0, 2.0, 14.0, 4.0, 6.0, 2.0, 1.0, 13.0, 3.0, 2.0, 73.0, 35.0, 268.0, 2.0, 9.0, 1.0, 5.0, 2.0, 4078.0, 80.0, 59.0, 453.0, 9.0, 134.0, 17.0, 13.0, 174.0, 38.0, 76.0, 73.0, 5.0, 17.0, 55.0, 61.0, 37.0, 37.0, 3.0, 5.0, 10.0, 29.0, 39.0, 12.0, 39.0, 12.0, 6.0
